"","Fecha","Precio"
"1644",2019-03-18,4029.968506
"1645",2019-03-19,4032.691895
"1646",2019-03-20,4070.793945
"1647",2019-03-21,4083.953857
"1648",2019-03-22,4028.514648
"1649",2019-03-23,4022.713379
"1650",2019-03-24,4035.163574
"1651",2019-03-25,4024.112793
"1652",2019-03-26,3969.22876
"1653",2019-03-27,3984.244873
"1654",2019-03-28,4087.584473
"1655",2019-03-29,4068.299805
"1656",2019-03-30,4092.13623
"1657",2019-03-31,4105.456055
"1658",2019-04-01,4105.362305
"1659",2019-04-02,4156.919434
"1660",2019-04-03,4879.958008
"1661",2019-04-04,4971.307617
"1662",2019-04-05,4922.806152
"1663",2019-04-06,5036.792969
"1664",2019-04-07,5062.793945
"1665",2019-04-08,5199.835449
"1666",2019-04-09,5289.917969
"1667",2019-04-10,5204.105469
"1668",2019-04-11,5325.081543
"1669",2019-04-12,5061.200684
"1670",2019-04-13,5088.850098
"1671",2019-04-14,5095.758789
"1672",2019-04-15,5167.321777
"1673",2019-04-16,5066.577637
"1674",2019-04-17,5236.135254
"1675",2019-04-18,5251.480469
"1676",2019-04-19,5298.154297
"1677",2019-04-20,5304.160645
"1678",2019-04-21,5335.878906
"1679",2019-04-22,5312.494629
"1680",2019-04-23,5399.365723
"1681",2019-04-24,5571.508301
"1682",2019-04-25,5466.524414
"1683",2019-04-26,5210.304688
"1684",2019-04-27,5279.471191
"1685",2019-04-28,5271.746582
"1686",2019-04-29,5284.858398
"1687",2019-04-30,5247.726074
"1688",2019-05-01,5350.914551
"1689",2019-05-02,5402.422852
"1690",2019-05-03,5505.552246
"1691",2019-05-04,5769.202637
"1692",2019-05-05,5831.068359
"1693",2019-05-06,5791.693359
"1694",2019-05-07,5745.599121
"1695",2019-05-08,5849.481445
"1696",2019-05-09,5982.316406
"1697",2019-05-10,6175.822754
"1698",2019-05-11,6379.666992
"1699",2019-05-12,7203.507324
"1700",2019-05-13,6971.178223
"1701",2019-05-14,7807.884277
"1702",2019-05-15,7989.374512
"1703",2019-05-16,8194.500977
"1704",2019-05-17,7886.925781
"1705",2019-05-18,7341.664551
"1706",2019-05-19,7267.962891
"1707",2019-05-20,8196.923828
"1708",2019-05-21,7977.969238
"1709",2019-05-22,7956.291992
"1710",2019-05-23,7677.269043
"1711",2019-05-24,7881.695313
"1712",2019-05-25,7991.885254
"1713",2019-05-26,8055.206055
"1714",2019-05-27,8674.072266
"1715",2019-05-28,8802.757813
"1716",2019-05-29,8718.591797
"1717",2019-05-30,8661.760742
"1718",2019-05-31,8320.286133
"1719",2019-06-01,8573.839844
